id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
12888202,F,Botany,,PreservedSpecimen,6564db54-17b0-4696-9eeb-cc05db36b556,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"J. Reverchon",,3490,,,4,,,,4,,,,,,,,,,,,,,,,,U.S.A.,Texas,Dallas,,Dallas,,,,32.783056,-96.806667,,,,,,,,,,,,,,,,en,,"2017-08-09 14:28:54",6564db54-17b0-4696-9eeb-cc05db36b556,181,urn:uuid:6a084af5-b902-45aa-a700-39d98dd3bb77,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888202
12888203,F,Botany,,PreservedSpecimen,ce655147-2cf1-4315-91d3-2340a8d5d6c9,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"J. Reverchon",,3490,,,4,,,,4,,,,,,,,,,,,,,,,,U.S.A.,Texas,Dallas,,Dallas,,,,32.783056,-96.806667,,,,,,,,,,,,,,,,en,,"2017-08-09 14:29:12",ce655147-2cf1-4315-91d3-2340a8d5d6c9,181,urn:uuid:68d3d8ee-6694-4ac3-ad16-b35cc2d4474f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888203
12888204,F,Botany,,PreservedSpecimen,c6ee511c-da1b-4b7c-8f19-0fc313bd3576,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"A. Ruth",,173,1920-04-25,1920,4,25,116,,1920-4-25,,,,,,,,,,,,,,,,,U.S.A.,Texas,Tarrant,,"Fort Worth, Handley, ""Lake Erie""",,,,32.739345,-97.209057,,,,,,,,,,,,,,,,en,,"2017-07-11 14:09:26",c6ee511c-da1b-4b7c-8f19-0fc313bd3576,181,urn:uuid:db8f81cc-18a5-40a0-babf-919a178aa0ae,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888204
12888205,F,Botany,,PreservedSpecimen,4f56df27-2771-4659-89fd-fda79f6611a4,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"A. Ruth",,173,1928-04-25,1928,4,25,116,,1928-4-25,,,,,,,,,,,,,,,,,U.S.A.,Texas,Tarrant,,,,,,,,,,,,,,,,,,,,,,,en,,"2017-07-11 14:09:36",4f56df27-2771-4659-89fd-fda79f6611a4,181,urn:uuid:281a49ec-1ba0-4be0-801d-9603b1ba7c55,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888205
12888206,F,Botany,,PreservedSpecimen,09f63a09-491b-40c3-8df6-2af3c01981f5,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,1876-04-00,1876,4,0,,,1876-4,,,,,,,,,,,,,,,,,U.S.A.,Texas,Dallas,,Dallas,,,,32.783056,-96.806667,,,,,,,,,,,,,,,,en,,"2017-08-30 12:03:01",09f63a09-491b-40c3-8df6-2af3c01981f5,181,urn:uuid:27751fd5-c005-4805-a4e6-b09f7e2495e5,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888206
12888207,F,Botany,,PreservedSpecimen,300194ac-1834-488e-a2da-db0638898ade,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"R. Bebb",,1416,1903-05-24,1903,5,24,144,,1903-5-24,,,,,,,,,,,,,,,,,U.S.A.,Texas,Grayson,,Denison,,,,33.755659,-96.536658,,,,,,,,,,,,,,,,en,,"2017-08-23 13:24:40",300194ac-1834-488e-a2da-db0638898ade,181,urn:uuid:6439473c-e364-42bf-980b-cceb156b6b02,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888207
12888208,F,Botany,,PreservedSpecimen,8b006623-2f1e-4643-bf86-29b157756ef2,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"A. Rose Innes & B. H. Warnock",,791,1941-04-14,1941,4,14,104,,1941-4-14,,,,,,,,,,,,,,,,,U.S.A.,Texas,Llano,,"10 mi. S of Llano",,,,30.614185,-98.675038,,,,,,,,,,,,,,,,en,,"2017-07-11 13:32:38",8b006623-2f1e-4643-bf86-29b157756ef2,181,urn:uuid:e8960173-23bf-4b73-9a08-3b22981cfa93,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888208
12888209,F,Botany,,PreservedSpecimen,c8020fcd-deba-4021-b9b0-b68a977ccc85,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"E. Bondy",,s.n.,1937-05-04,1937,5,4,124,,1937-5-4,,,,,,,,,,,,,,,,,U.S.A.,Oklahoma,Woodward,,"N of Woodward",,,,36.433648,-99.390386,,,,,,,,,,,,,,,,en,,"2016-11-21 13:23:34",c8020fcd-deba-4021-b9b0-b68a977ccc85,181,urn:uuid:961bb134-8eee-4177-9a45-dd80cad6060b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888209
12888210,F,Botany,,PreservedSpecimen,59c81e84-3f88-4a3a-9161-763c7d9500c1,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"E. Bondy",,s.n.,1937-05-04,1937,5,4,124,,1937-5-4,,,,,,,,,,,,,,,,,U.S.A.,Oklahoma,Woodward,,"N of Woodward",,,,36.433648,-99.390386,,,,,,,,,,,,,,,,en,,"2016-11-21 13:19:17",59c81e84-3f88-4a3a-9161-763c7d9500c1,181,urn:uuid:d55b4d44-7d8c-47c9-8fe9-f48415723eab,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888210
12888211,F,Botany,,PreservedSpecimen,0259c66e-d91c-4d72-8dd8-4a58f39a1b4a,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"V. L. Marsh",1942,,,,,,,,122,1907-05-02,1907,5,2,122,,1907-5-2,,,,,,,,,,,,,,,,,U.S.A.,Oklahoma,Kay,,Tonkawa,,,,36.678368,-97.310044,,,,,,,,,,,,,,,,en,,"2016-11-28 16:55:13",0259c66e-d91c-4d72-8dd8-4a58f39a1b4a,181,urn:uuid:2d120ba8-4df9-4b76-9100-d4074b1954f8,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888211
12888212,F,Botany,,PreservedSpecimen,c37811e3-8d9a-4017-a85e-949eb2cb72ba,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"S. M. Tracy",,s.n.,1890-04-25,1890,4,25,115,,1890-4-25,,,,,,,,,,,,,,,,,U.S.A.,Mississippi,Oktibbeha,,Starkville,,,,33.4504,-88.818387,,,,,,,,,,,,,,,,en,,"2016-11-29 14:20:15",c37811e3-8d9a-4017-a85e-949eb2cb72ba,181,urn:uuid:b1f73a3d-fb28-4454-bb14-4bfc6581e683,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888212
12888213,F,Botany,,PreservedSpecimen,147fdc9a-c608-4783-9ed3-99a1491554e2,,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"D. Demaree",,30432,1951-05-06,1951,5,6,126,,1951-5-6,,,,,,,,,,,,,,,,,U.S.A.,Arkansas,Craighead,,Brookland,,,,35.900073,-90.582053,,,,,,,,,,,,,,,,en,,"2016-11-17 12:06:15",147fdc9a-c608-4783-9ed3-99a1491554e2,181,urn:uuid:dbcdcd92-d59e-47fc-8634-f861491955dd,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=12888213
13389693,MSC,,,PreservedSpecimen,f26db154-f1ae-4606-98e6-bd344853c33c,MSC0247770,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:f26db154-f1ae-4606-98e6-bd344853c33c,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13389693
13390234,MSC,,,PreservedSpecimen,09fd3e04-aab4-40f2-909b-ae168a1c2cd8,MSC0247852,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:09fd3e04-aab4-40f2-909b-ae168a1c2cd8,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390234
13390237,MSC,,,PreservedSpecimen,d3351b62-0bdc-4404-8325-5be25964f2be,MSC0247855,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:d3351b62-0bdc-4404-8325-5be25964f2be,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390237
13390254,MSC,,,PreservedSpecimen,5714fe19-d376-4c35-8d50-27c3119a0ea7,MSC0247854,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:5714fe19-d376-4c35-8d50-27c3119a0ea7,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390254
13390256,MSC,,,PreservedSpecimen,0de94079-6f86-4650-b570-e884095c8396,MSC0247853,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Carolina",,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:0de94079-6f86-4650-b570-e884095c8396,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390256
13390262,MSC,,,PreservedSpecimen,27f9fc9c-3b04-4855-8075-feeea62c4386,MSC0247859,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:27f9fc9c-3b04-4855-8075-feeea62c4386,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390262
13390265,MSC,,,PreservedSpecimen,09b4777b-7d6b-4479-bdcf-c3187ca1d97c,MSC0247850,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:09b4777b-7d6b-4479-bdcf-c3187ca1d97c,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390265
13390267,MSC,,,PreservedSpecimen,d9dc0550-9c91-49be-8665-f8c7dd4814da,MSC0247857,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:d9dc0550-9c91-49be-8665-f8c7dd4814da,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390267
13390285,MSC,,,PreservedSpecimen,41973f5b-6a2f-4406-bf92-485bd4dac653,MSC0247849,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:41973f5b-6a2f-4406-bf92-485bd4dac653,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390285
13390286,MSC,,,PreservedSpecimen,8ad6c7fb-7590-4e8d-a553-632e4cee2d5d,MSC0247851,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:8ad6c7fb-7590-4e8d-a553-632e4cee2d5d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390286
13390287,MSC,,,PreservedSpecimen,7f3d3b78-0626-4cd0-bc1e-d2e1d43ac9fe,MSC0247856,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:7f3d3b78-0626-4cd0-bc1e-d2e1d43ac9fe,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390287
13390288,MSC,,,PreservedSpecimen,1b502b04-8405-4a71-a0a7-a6a5fe4dbb2b,MSC0247858,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mississippi,,,,,0,,,,,,,,,,,,,,,,,,,,"Michaella McBratnie","2017-03-15 05:18:07",,236,urn:uuid:1b502b04-8405-4a71-a0a7-a6a5fe4dbb2b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13390288
13439483,LL,,,PreservedSpecimen,,LL00320777,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"Bob Hutchins",,1103,1966-05-12,1966,5,12,132,,,,"Sandy loam of barditch highway.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Garza,,"Barditch highway 380, 10 air miles east of Post. Elev. ca. 2400 ft.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393751,365,urn:uuid:b7e84156-6a46-4e33-b90c-256ca3d55e2e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439483
13439484,LL,,,PreservedSpecimen,,LL00320780,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"V. L. Cory",,54327,1948-04-12,1948,4,12,103,,,,"Frequent on creek banks. Plants dioecious, the pistillate spikelets wooly, the staminate spikelets glabrous; culms about 3.5 dm. high.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Young,,"10 1/3 miles west of Newcastle; frequent on creek banks.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393752,365,urn:uuid:1c44032b-e576-46d7-801d-baffb05300c4,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439484
13439485,LL,,,PreservedSpecimen,,LL00320782,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"Jim Cope",,31,1966-04-12,1966,4,12,102,,,,"In disturbed sand.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Brown,,"Leonard Farm, Dam Road, 11.5 miles north of Brownwood.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393753,365,urn:uuid:b57a650a-ddb3-4d09-b046-543887b9dd5e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439485
13439486,LL,,,PreservedSpecimen,,LL00320787,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"D. S. Correll & I. M. Johnston",,21174,1959-04-29,1959,4,29,119,,,,"In bottomland woods.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Gillespie,,"In bottomland woods, along Delaware Creek (fork of the Pedernales River).",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393754,365,urn:uuid:39ff330b-1345-4889-9039-c8406d5d171a,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439486
13439488,LL,,,PreservedSpecimen,,LL00320807,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"C. L. Lundell",,18746,1973-04-06,1973,4,6,96,,,,"Relict blackland prairie. Locally common on prairie.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Collin,,"Coit Meadow on Renner Road.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393756,365,urn:uuid:c3f1b81b-b7de-4242-ac87-d561c36336f9,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439488
13439489,LL,,,PreservedSpecimen,,LL00320808,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"D. S. Correll",,22140,1959-05-21,1959,5,21,141,,,,"Scattered infrequently. Female plants.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Dallas,,"Stults Prairie, southwest corner of Coit Road and Belt Line Road.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393757,365,urn:uuid:c06b2197-66a5-43cd-a58e-60ec29cf1bcc,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439489
13439490,LL,,,PreservedSpecimen,,LL00320809,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"D. S. Correll",,15484,1957-04-01,1957,4,1,91,,,,"Scattered over prairie. Male plants.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Dallas,,"Stults Prairie, southwest corner of Coit Road and Belt Line Road.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393758,365,urn:uuid:92ce6776-0f12-4a05-9ff3-b4ec4a25dac5,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439490
13439491,LL,,,PreservedSpecimen,,LL00320810,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"C. L. Lundell & Amelia A. Lundell",,8334,1940-04-14,1940,4,14,105,,,,"In blackland prairie.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Dallas,,"Hillcrest Road, about 1 1/2 miles north of S. M. U. campus.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393759,365,urn:uuid:090895b3-80c7-495f-8ed9-eae9b1aedc65,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439491
13439492,LL,,,PreservedSpecimen,,LL00320812,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"C. L. Lundell",,12750,1944-04-04,1944,4,4,95,,,,"In woodland. Perennial.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Dallas,,"Above White Rock Creek, off Coit Road, in woodland.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393760,365,urn:uuid:643796ce-94b5-4df8-83bc-029319aa2127,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439492
13439493,LL,,,PreservedSpecimen,,LL00320813,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"C. L. Lundell",,13661,1945-05-01,1945,5,1,121,,,,"In blackland prairie in low area.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Dallas,,"Northeast corner of Airline Road and Mockingbird Lane.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393761,365,urn:uuid:93c679c9-ffc2-4097-a9db-7f73d581a4e6,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439493
13439494,LL,,,PreservedSpecimen,,LL00320814,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"D. S. Correll",,22140,1959-05-21,1959,5,21,141,,,,"Scattered infrequently. Female plants.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Dallas,,"Stults Prairie, southwest corner of Coit Road and Belt Line Road.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 17:00:05",1393762,365,urn:uuid:066a4c5f-890f-45e1-b782-4f43a933f949,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13439494
13451369,LL,,,PreservedSpecimen,,LL00366215,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"W. A. Silveus",,2567-B,1938-03-24,1938,3,24,83,,,,"Raised in garden.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Bexar,,"San Antonio.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 19:23:58",1405437,365,urn:uuid:ae5fb586-949b-4c44-95a9-5322f225bf6a,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13451369
13451370,LL,,,PreservedSpecimen,,LL00366218,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner",,,,,,,"Albert Ruth",,173,1919-04-20,1919,4,20,110,,,,"In rich woods.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Tarrant,,Handley.,,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 19:23:58",1405438,365,urn:uuid:0443e181-68b4-4f9b-989d-aa5181400293,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13451370
13463679,LL,,,PreservedSpecimen,,LL00434401,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner, 2010",,,,,,,"C. L. Lundell",,18573,1971-05-26,1971,5,26,146,,,,"Relict blackland prairie. Perennial. Colonies conspicuous and widespread in the climax prairie.",,,,,,,,"flowering + fruiting=mid",,,,,,,"United States",Texas,Collin,,"Coit Meadow on Renner Road.",,,,,,,,,,,,,,,,,,,,,,,"2015-08-10 22:03:33",1413920,365,urn:uuid:e7d1b609-2a27-4b03-8e84-f9103e878291,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13463679
13464046,LL,,,PreservedSpecimen,,LL00438158,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B.L. Turner, 2010",,,,,,,"Aubie J. Baucum",,s.n.,1977-00-00,1977,0,0,,,1977-1978,,"Intact unplowed Blackland Prairie remnant, with Houston black clay and Austin silty clay, slopes less than 5%.",,,,,,,,,,,,,,,"United States",Texas,Collin,,"Coit Meadow on Renner Road; relict blackland prairie. Along Canyon Creek drainage. Elev. 620 - 680 ft.",,,,32.9981,-96.7414,,,"32.9981d N; 96.7414d",,"2=map-assisted from label information",,,,,,,,,,,,,"2015-08-10 22:04:30",1414282,365,urn:uuid:ef6a8b29-d552-46d7-8ade-94c2039b11a1,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13464046
13507362,TEX,,,PreservedSpecimen,,TEX00167524,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"B. L. Turner, 2008",,,,,,,"W. R. Carr and Dan Snodgrass",,25721,2007-04-02,2007,4,2,92,,,,"Rare in shade of cedar elm on rocky slope on SW side of canyon of nameless stream cutting through limestone and shale members of Marble Falls Limestone. Associates include Arabis petiolaris, Berberis trifoliolata, Cheilanthes ala-bamensis, C. horridula, Colubrina texensis, Croton fruticulosus, Desmodium psilophyllum, Eupatorium havanense, Eysenhardtia texana, Ipomoea lindheimeri, Juniperus ashei, Matelea reticulata, Muhlenbergia lindheimeri, Nolina texana, Notholaena dealbata, Parietaria pensylvanica, Parthenocissus heptaphylla, Pellaea ovata, Phacelia congesta, Ptelea trifoliata, Quercus fusiformis, Scutellaria ovata, Sideroxylon lanuginosum, Smilax bona-nox, Tinantia anomala, Toxicodendron eximium, Triodanis coloradoensis, Ulmus americana, U. crassifolia, Ungnadia speciosa, Vitis mustangensis, Wedelia hispida, Yucca rupicola, Y. treculeana.",,,,,,,,fruiting=late,,,,,,,"United States",Texas,Blanco,,"1/4 miles upstream from N bank of Pedernales River, ca. 2.6-2.7 airmiles NE of mouth of Millers Creek at Pedernales River, on Winkler Ranch about a mile upstream and across river from Pedernales Falls State Park, at N30o19'48.9"", W098o16'11.5"". Pedernales Falls Quadrangle. Elev. 900 - 940 ft.",,,,30.33025,-98.269861,,,"30d 19m 48.9s N; 98d 16m 11.5s",,"1=present on sheet",,,,,,,,,,,,,"2015-08-10 21:51:22",1306180,366,urn:uuid:f9591201-d93d-40b1-b3eb-1e4e01c6a6cf,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=13507362
